LSOA11CD,NOCAR_pr
E01005697,0.088931542
E01005698,0.418829209
E01005699,0.13253012
E01005700,0.20240481
E01005701,0.107918263
E01005702,0.235543018
E01005703,0.376943005
E01005704,0.231481481
E01005705,0.221923697
E01005706,0.349587912
E01005707,0.353899884
E01005708,0.35546613
E01005709,0.425593098
E01005710,0.135941645
E01005711,0.09833887
E01005712,0.214061519
E01005713,0.072791519
E01005714,0.183588317
E01005715,0.084899939
E01005716,0.028813559
E01005717,0.015943878
E01005718,0.177525403
E01005719,0.395362319
E01005720,0.372259696
E01005721,0.396935933
E01005722,0.412031782
E01005723,0.460176991
E01005724,0.151622003
E01005725,0.411465893
E01005726,0.228
E01005727,0.288706058
E01005728,0.136195411
E01005729,0.602484472
E01005730,0.178065311
E01005731,0.386449184
E01005732,0.272329247
E01005733,0.330656934
E01005734,0.149546828
E01005735,0.048097631
E01005736,0.067605634
E01005737,0.053749171
E01005738,0.056231884
E01005739,0.03069889
E01005740,0.061696658
E01005741,0.056880734
E01005742,0.080655325
E01005743,0.104951959
E01005744,0.146558105
E01005745,0.109560363
E01005746,0.297704448
E01005747,0.060522696
E01005748,0.062704115
E01005749,0.106860959
E01005750,0.135613208
E01005751,0.171232877
E01005752,0.194989844
E01005753,0.431720759
E01005754,0.560022334
E01005755,0.431804281
E01005756,0.579457364
E01005757,0.289981332
E01005758,0.534084507
E01005759,0.128742515
E01005760,0.282175552
E01005761,0.234664765
E01005762,0.426952141
E01005763,0.256986634
E01005764,0.288985149
E01005765,0.112075199
E01005766,0.356551724
E01005767,0.037262873
E01005768,0.059664388
E01005769,0.128838951
E01005770,0.116864941
E01005771,0.074127907
E01005772,0.089358799
E01005773,0.091267236
E01005774,0.277577505
E01005775,0.081859856
E01005776,0.04137492
E01005777,0.131224764
E01005778,0.114363513
E01005779,0.087385483
E01005780,0.092087312
E01005781,0.330071755
E01005782,0.07635468
E01005783,0.094094744
E01005784,0.048097631
E01005785,0.063843648
E01005786,0.059156702
E01005787,0.016166282
E01005788,0.070348455
E01005789,0.060936498
E01005790,0.112387203
E01005791,0.089436163
E01005792,0.033515732
E01005793,0.096275474
E01005794,0.060435133
E01005795,0.045736434
E01005796,0.042063492
E01005797,0.264444444
E01005798,0.188085676
E01005799,0.350886918
E01005800,0.098955132
E01005801,0.140387275
E01005802,0.074558535
E01005803,0.061155914
E01005804,0.203856749
E01005805,0.05916775
E01005806,0.059259259
E01005807,0.038412292
E01005808,0.033674963
E01005809,0.032462391
E01005810,0.073898305
E01005811,0.062054208
E01005812,0.020170675
E01005813,0.038167939
E01005814,0.05505279
E01005815,0.052380952
E01005816,0.25875
E01005817,0.252419955
E01005818,0.223628692
E01005819,0.101486749
E01005820,0.196861626
E01005821,0.182001343
E01005822,0.493023256
E01005823,0.234681373
E01005824,0.120759837
E01005825,0.147802929
E01005826,0.332388377
E01005827,0.095683453
E01005828,0.443579767
E01005829,0.241352201
E01005830,0.176510523
E01005831,0.157244964
E01005832,0.101222826
E01005833,0.137426901
E01005834,0.215282392
E01005835,0.045944006
E01005836,0.142076503
E01005837,0.074937028
E01005838,0.219683656
E01005839,0.020516717
E01005840,0.224918033
E01005841,0.093421053
E01005842,0.048148148
E01005843,0.056291391
E01005844,0.062937063
E01005845,0.088834053
E01005846,0.071127185
E01005847,0.06567933
E01005848,0.052453469
E01005849,0.042011458
E01005850,0.129050597
E01005851,0.049212598
E01005852,0.114690722
E01005853,0.21910828
E01005854,0.075169439
E01005855,0.071808511
E01005856,0.1016739
E01005857,0.061975468
E01005858,0.107165913
E01005859,0.131540698
E01005860,0.066532258
E01005861,0.146640827
E01005862,0.079436259
E01005863,0.13302217
E01005864,0.126801153
E01005865,0.082256968
E01005866,0.231404959
E01005867,0.107877928
E01005868,0.060747664
E01005869,0.108090186
E01005870,0.169354839
E01005871,0.186237846
E01005872,0.221306651
E01005873,0.096709201
E01005874,0.388157895
E01005875,0.118665811
E01005876,0.140635565
E01005877,0.191291934
E01005878,0.228571429
E01005879,0.178187404
E01005880,0.075268817
E01005881,0.022691706
E01005882,0.036565978
E01005883,0.047526042
E01005884,0.050870147
E01005885,0.178050652
E01005886,0.23328877
E01005887,0.265020027
E01005888,0.184625493
E01005889,0.247282609
E01005890,0.232746955
E01005891,0.086620263
E01005892,0.180778032
E01005893,0.279905716
E01005894,0.15088968
E01005895,0.232173913
E01005896,0.207082833
E01005897,0.165886288
E01005898,0.104440275
E01005899,0.170685279
E01005900,0.191736604
E01005901,0.104017217
E01005902,0.28986403
E01005903,0.057342657
E01005904,0.102599179
E01005905,0.310839914
E01005906,0.050069541
E01005907,0.072100313
E01005908,0.018983051
E01005909,0.068298969
E01005910,0.177429876
E01005911,0.0609375
E01005912,0.053440703
E01005913,0.07425399
E01005914,0.199859748
E01005915,0.278897849
E01005916,0.24137931
E01005917,0.349009901
E01005918,0.63661775
E01005919,0.354060914
E01005920,0.088988476
E01005921,0.261494253
E01005922,0.149359886
E01005923,0.022193211
E01005924,0.037461774
E01005925,0.089324619
E01005926,0.010408327
E01005927,0.023668639
E01005928,0.153307888
E01005929,0.029651594
E01005930,0.030128205
E01005931,0.065743945
E01005932,0.03465704
E01005933,0.376278119
E01005934,0.233941853
E01005935,0.453593859
E01005936,0.107599193
E01005937,0.244722955
E01005938,0.194139194
E01005939,0.059003831
E01005940,0.123159304
E01005941,0.369727047
E01005942,0.147362038
E01005943,0.225098481
E01005944,0.14978602
E01005945,0.368203004
E01005946,0.260436137
E01005947,0.407337128
E01005948,0.511023177
E01005949,0.306535948
E01005950,0.287051482
E01005951,0.371120963
E01005952,0.561395349
E01005953,0.34950495
E01005954,0.275034294
E01005955,0.061403509
E01005956,0.120403749
E01005957,0.16563147
E01005958,0.306318681
E01005959,0.302639296
E01005960,0.367041199
E01005961,0.094683176
E01005962,0.126286891
E01005963,0.128477905
E01005964,0.148416887
E01005965,0.333572453
E01005966,0.188929889
E01005967,0.338160753
E01005968,0.121715076
E01005969,0.115133961
E01005970,0.101092896
E01005971,0.205547653
E01005972,0.271428571
E01005973,0.142356241
E01005974,0.298784389
E01005975,0.26184379
E01005976,0.253306878
E01005977,0.154625253
E01005978,0.287581699
E01005979,0.230769231
E01005980,0.25349162
E01005981,0.351209941
E01005982,0.227913883
E01005983,0.123762376
E01005984,0.397495056
E01005985,0.139215686
E01005986,0.194221509
E01005987,0.137039431
E01005988,0.076202374
E01005989,0.064754098
E01005990,0.135416667
E01005991,0.13574352
E01005992,0.289371606
E01005993,0.175053154
E01005994,0.219461698
E01005995,0.051372273
E01005996,0.174832388
E01005997,0.213845099
E01005998,0.196124486
E01005999,0.346257404
E01006000,0.401986755
E01006001,0.194355356
E01006002,0.210526316
E01006003,0.204827586
E01006004,0.141839378
E01006005,0.336648814
E01006006,0.138586957
E01006007,0.196286472
E01006008,0.153264605
E01006009,0.161721068
E01006010,0.354815351
E01006011,0.315789474
E01006012,0.152987158
E01006013,0.161592506
E01006014,0.235791091
E01006015,0.06360424
E01006016,0.430051813
E01006017,0.038135593
E01006018,0.068814056
E01006019,0.309620596
E01006020,0.221256684
E01006021,0.170695971
E01006022,0.196782178
E01006023,0.317799353
E01006024,0.044776119
E01006025,0.391396333
E01006026,0.191841938
E01006027,0.45351313
E01006028,0.381952327
E01006029,0.272331155
E01006030,0.25284738
E01006031,0.406417112
E01006032,0.266165414
E01006033,0.295588235
E01006034,0.243583761
E01006035,0.226903553
E01006036,0.271889401
E01006037,0.046728972
E01006038,0.126097867
E01006039,0.212408759
E01006040,0.284301607
E01006041,0.229179712
E01006042,0.106227106
E01006043,0.156207367
E01006044,0.122962963
E01006045,0.044303797
E01006046,0.082696317
E01006047,0.132736764
E01006048,0.111185984
E01006049,0.156721311
E01006050,0.429408319
E01006051,0.144680851
E01006052,0.322055953
E01006053,0.066523605
E01006054,0.294563843
E01006055,0.098053353
E01006056,0.391596639
E01006057,0.143989432
E01006058,0.158982512
E01006059,0.123142251
E01006060,0.368194842
E01006061,0.21695342
E01006062,0.041627247
E01006063,0.069036227
E01006064,0.334622824
E01006065,0.336772292
E01006066,0.235161533
E01006067,0.064709081
E01006068,0.295674629
E01006069,0.290341932
E01006070,0.113924051
E01006071,0.027742749
E01006072,0.031454006
E01006073,0.258753709
E01006074,0.182486631
E01006075,0.154612159
E01006076,0.124677003
E01006077,0.200502828
E01006078,0.189365165
E01006079,0.072325465
E01006080,0.116161616
E01006081,0.008765522
E01006082,0.037453184
E01006083,0.030780243
E01006084,0.042154567
E01006085,0.052173913
E01006086,0.092478422
E01006087,0.029081295
E01006088,0.067301587
E01006089,0.13493654
E01006090,0.111507128
E01006091,0.073021425
E01006092,0.292250923
E01006093,0.061392405
E01006094,0.057873486
E01006095,0.054020872
E01006096,0.043733681
E01006097,0.119446047
E01006098,0.034920635
E01006099,0.068786982
E01006100,0.117921386
E01006101,0.026281209
E01006102,0.111111111
E01006103,0.054388133
E01006104,0.140266022
E01006105,0.384376617
E01006106,0.216161616
E01006107,0.229295426
E01006108,0.438323353
E01006109,0.498248073
E01006110,0.310422535
E01006111,0.325581395
E01006112,0.311032864
E01006113,0.119422572
E01006114,0.224106602
E01006115,0.195830701
E01006116,0.107407407
E01006117,0.074760766
E01006118,0.174369748
E01006119,0.0789801
E01006120,0.07735983
E01006121,0.106493506
E01006122,0.071474565
E01006123,0.080886759
E01006124,0.041412084
E01006125,0.099730458
E01006126,0.228828829
E01006127,0.086633663
E01006128,0.081656124
E01006129,0.148984199
E01006130,0.108610017
E01006131,0.089399745
E01006132,0.110472542
E01006133,0.085774059
E01006134,0.014407335
E01006135,0.03691916
E01006136,0.039329465
E01006137,0.012561061
E01006138,0.10990269
E01006139,0.080372743
E01006140,0.043916914
E01006141,0.188902743
E01006142,0.216998192
E01006143,0.166968053
E01006144,0.439058172
E01006145,0.304884896
E01006146,0.120380148
E01006147,0.055123675
E01006148,0.083809524
E01006149,0.17037037
E01006150,0.14928292
E01006151,0.057471264
E01006152,0.028728606
E01006153,0.05994898
E01006154,0.116588941
E01006155,0.114570361
E01006156,0.158819837
E01006157,0.126525369
E01006158,0.29118541
E01006159,0.247782705
E01006160,0.318311466
E01006161,0.128863279
E01006162,0.076780186
E01006163,0.151565996
E01006164,0.096363636
E01006165,0.177115987
E01006166,0.186343331
E01006167,0.359681373
E01006168,0.351745701
E01006169,0.111383109
E01006170,0.123870968
E01006171,0.25
E01006172,0.101706037
E01006173,0.083113456
E01006174,0.136363636
E01006175,0.360818351
E01006176,0.124650643
E01006177,0.273556231
E01006178,0.098846787
E01006179,0.253348864
E01006180,0.285714286
E01006181,0.188370684
E01006182,0.114229765
E01006183,0.11030303
E01006184,0.218637993
E01006185,0.471515768
E01006186,0.285789474
E01006187,0.295094937
E01006188,0.228589826
E01006189,0.231319911
E01006190,0.049879808
E01006191,0.063329312
E01006192,0.071707953
E01006193,0.074686054
E01006194,0.129018431
E01006195,0.044042914
E01006196,0.060538117
E01006197,0.102883355
E01006198,0.174119241
E01006199,0.201910828
E01006200,0.21627566
E01006201,0.135935397
E01006202,0.157079646
E01006203,0.069750367
E01006204,0.124223602
E01006205,0.058357349
E01006206,0.158687466
E01006207,0.289882061
E01006208,0.133374309
E01006209,0.065313887
E01006210,0.08031401
E01006211,0.162091503
E01006212,0.122478386
E01006213,0.323909035
E01006214,0.250181818
E01006215,0.342072409
E01006216,0.095390233
E01006217,0.209083119
E01006218,0.250608273
E01006219,0.137239784
E01006220,0.207011686
E01006221,0.11550152
E01006222,0.071655041
E01006223,0.151147959
E01006224,0.024730501
E01006225,0.109690444
E01006226,0.115165336
E01006227,0.095881596
E01006228,0.205083767
E01006229,0.098798398
E01006230,0.064220183
E01006231,0.07718348
E01006232,0.032614704
E01006233,0.030906593
E01006234,0.117073171
E01006235,0.272309711
E01006236,0.064189189
E01006237,0.044416244
E01006238,0.263398693
E01006239,0.362849873
E01006240,0.372267333
E01006241,0.268242549
E01006242,0.190769231
E01006243,0.070904645
E01006244,0.315384615
E01006245,0.133223004
E01006246,0.227330779
E01006247,0.101503759
E01006248,0.423273657
E01006249,0.291508238
E01006250,0.05156658
E01006251,0.041723666
E01006252,0.111338798
E01006253,0.22992228
E01006254,0.363910682
E01006255,0.123497997
E01006256,0.127348643
E01006257,0.171052632
E01006258,0.172982885
E01006259,0.104466313
E01006260,0.269934641
E01006261,0.148468708
E01006262,0.211626388
E01006263,0.045895281
E01006264,0.026548673
E01006265,0.154329609
E01006266,0.08908046
E01006267,0.307880269
E01006268,0.148694665
E01006269,0.201497193
E01006270,0.292307692
E01006271,0.132269099
E01006272,0.182926829
E01006273,0.222439661
E01006274,0.307743216
E01006275,0.360366252
E01006276,0.103342128
E01006277,0.031631521
E01006278,0.156925032
E01006279,0.075364155
E01006280,0.171530249
E01006281,0.070861678
E01006282,0.166767008
E01006283,0.302931596
E01006284,0.207894737
E01006285,0.041349293
E01006286,0.109066121
E01006287,0.043549712
E01006288,0.337770383
E01006289,0.348797251
E01006290,0.085090909
E01006291,0.219727891
E01006292,0.136601307
E01006293,0.217815345
E01006294,0.192562404
E01006295,0.249215317
E01006296,0.374429224
E01006297,0.331698345
E01006298,0.311743772
E01006299,0.094809322
E01006300,0.08982925
E01006301,0.046989721
E01006302,0.049906425
E01006303,0.074605452
E01006304,0.118838623
E01006305,0.383623107
E01006306,0.472833118
E01006307,0.272346369
E01006308,0.350625
E01006309,0.330351438
E01006310,0.344348976
E01006311,0.25047081
E01006312,0.063470628
E01006313,0.20524836
E01006314,0.070875521
E01006315,0.046606705
E01006316,0.043068641
E01006317,0.12803677
E01006318,0.067081604
E01006319,0.059068798
E01006320,0.042089985
E01006321,0.039181287
E01006322,0.214424951
E01006323,0.263648469
E01006324,0.260377358
E01006325,0.139925373
E01006326,0.302797203
E01006327,0.340877915
E01006328,0.354748603
E01006329,0.20593692
E01006330,0.07796194
E01006331,0.071428571
E01006332,0.184210526
E01006333,0.276131917
E01006334,0.416083916
E01006335,0.250598086
E01006336,0.467043315
E01006337,0.151293962
E01006338,0.23929471
E01006339,0.051094891
E01006340,0.193548387
E01006341,0.166666667
E01006342,0.239310785
E01006343,0.027303754
E01006344,0.255862069
E01006345,0.078255292
E01006346,0.165417057
E01006347,0.062025316
E01006348,0.047013977
E01006349,0.239500568
E01006350,0.424574877
E01006351,0.458891013
E01006352,0.254478073
E01006353,0.185353208
E01006354,0.271637816
E01006355,0.149575441
E01006356,0.336956522
E01006357,0.417464115
E01006358,0.274647887
E01006359,0.239101717
E01006360,0.470447761
E01006361,0.385519802
E01006362,0.063411897
E01006363,0.097924773
E01006364,0.136940917
E01006365,0.070262919
E01006366,0.120166568
E01006367,0.057704502
E01006368,0.08897014
E01006369,0.380165289
E01006370,0.303582652
E01006371,0.176279974
E01006372,0.045257285
E01006373,0.097804391
E01006374,0.088444158
E01006375,0.176029963
E01006376,0.21680877
E01006377,0.074349442
E01006378,0.067466267
E01006379,0.084461638
E01006380,0.223564955
E01006381,0.040625
E01006382,0.029078014
E01006383,0.075301205
E01006384,0.042324247
E01006385,0.05238415
E01006386,0.597131682
E01006387,0.27444795
E01006388,0.177844311
E01006389,0.105714286
E01006390,0.218973359
E01006391,0.11279143
E01006392,0.419613075
E01006393,0.058389262
E01006394,0.044202434
E01006395,0.019184652
E01006396,0.067179846
E01006397,0.267985612
E01006398,0.237569061
E01006399,0.219115735
E01006400,0.028252788
E01006401,0.040328093
E01006402,0.048414023
E01006403,0.062170088
E01006404,0.252319109
E01006405,0.322916667
E01006406,0.123287671
E01006407,0.0464499
E01006408,0.262305699
E01006409,0.086455331
E01006410,0.050605845
E01006411,0.436809816
E01006412,0.473575841
E01006413,0.589147287
E01006414,0.46193265
E01006415,0.311756307
E01006416,0.465196416
E01006417,0.564122137
E01006418,0.4082535
E01006419,0.083780161
E01006420,0.048886738
E01006421,0.047107438
E01006422,0.106382979
E01006423,0.073632539
E01006424,0.056147144
E01006425,0.160792952
E01006426,0.394308943
E01006427,0.154482759
E01006428,0.30840503
E01006429,0.454303461
E01006430,0.412201154
E01006431,0.255688623
E01006432,0.359764089
E01006433,0.24248927
E01006434,0.467455621
E01006435,0.389460154
E01006436,0.484993179
E01006437,0.471877283
E01006438,0.110833333
E01006439,0.173589585
E01006440,0.411966988
E01006441,0.255725191
E01006442,0.565251572
E01006443,0.489423778
E01006444,0.516691958
E01006445,0.450714823
E01006446,0.430249633
E01006447,0.466717674
E01006448,0.558735838
E01006449,0.293715847
E01006450,0.466244726
E01006451,0.280487805
E01006452,0.277486911
E01006453,0.502044154
E01006454,0.172667758
E01006455,0.479758308
E01006456,0.223197492
E01006457,0.178451178
E01006458,0.32413305
E01006459,0.167085427
E01006460,0.475888325
E01006461,0.331446541
E01006462,0.169749009
E01006463,0.413377193
E01006464,0.236975858
E01006465,0.084816133
E01006466,0.276952873
E01006467,0.590588235
E01006470,0.472
E01006471,0.105581708
E01006472,0.090734824
E01006473,0.088942308
E01006474,0.161825726
E01006475,0.096376812
E01006476,0.073529412
E01006477,0.293002915
E01006478,0.349442379
E01006479,0.302508961
E01006480,0.453615778
E01006481,0.381489842
E01006482,0.31503268
E01006483,0.370618941
E01006484,0.348837209
E01006485,0.156735751
E01006486,0.133959044
E01006487,0.127534336
E01006488,0.099125364
E01006489,0.185495119
E01006490,0.095756257
E01006491,0.067005076
E01006492,0.221649485
E01006493,0.534529148
E01006494,0.567111736
E01006495,0.377136752
E01006496,0.222545455
E01006497,0.203168686
E01006498,0.061558612
E01006499,0.170961659
E01006500,0.30207394
E01006501,0.175401817
E01006502,0.099482461
E01006503,0.06918745
E01006504,0.354651163
E01006505,0.347428571
E01006506,0.190584662
E01006507,0.448179272
E01006508,0.266857963
E01006509,0.439634146
E01006510,0.180984153
E01006512,0.588732394
E01006513,0.653459491
E01006514,0.57963595
E01006515,0.646523179
E01006518,0.55398773
E01006519,0.093312597
E01006520,0.408902077
E01006521,0.304508956
E01006522,0.376047904
E01006523,0.344874406
E01006524,0.167747915
E01006525,0.072787428
E01006526,0.194465796
E01006527,0.215586307
E01006528,0.265690377
E01006529,0.194018405
E01006530,0.12745098
E01006531,0.1395189
E01006532,0.042471042
E01006533,0.163837638
E01006534,0.222438392
E01006535,0.21483871
E01006536,0.292748918
E01006537,0.244129375
E01006538,0.147192716
E01006539,0.053456878
E01006540,0.62020202
E01006541,0.402385436
E01006542,0.454124904
E01006543,0.19967923
E01006544,0.536791315
E01006545,0.40542328
E01006546,0.514025777
E01006547,0.54295302
E01006548,0.581012658
E01006549,0.486850545
E01006550,0.314106583
E01006551,0.478835979
E01006552,0.546127282
E01006553,0.243617021
E01006554,0.344311377
E01006556,0.652238806
E01006557,0.424183325
E01006558,0.677229182
E01006560,0.641935484
E01006562,0.612285337
E01006563,0.668390805
E01006564,0.374782103
E01006565,0.31568754
E01006566,0.201956674
E01006567,0.421701603
E01006568,0.208584842
E01006569,0.389941691
E01006570,0.149692413
E01006571,0.415855355
E01006572,0.466445733
E01006573,0.517654897
E01006574,0.354466859
E01006575,0.24515128
E01006576,0.150798344
E01006577,0.117764471
E01006578,0.12173913
E01006579,0.092513694
E01006580,0.058602554
E01006581,0.109044259
E01006582,0.073619632
E01006583,0.038247012
E01006584,0.175161522
E01006585,0.438700148
E01006586,0.333333333
E01006587,0.203211859
E01006588,0.279421433
E01006589,0.125661376
E01006590,0.318265119
E01006591,0.182486222
E01006592,0.096041531
E01006593,0.262816353
E01006594,0.069039146
E01006595,0.229226361
E01006596,0.185389387
E01006597,0.114704088
E01006598,0.542983101
E01006599,0.588760036
E01006600,0.3702914
E01006603,0.382395382
E01006604,0.314557425
E01006605,0.405617244
E01006606,0.347140039
E01006607,0.446697188
E01006608,0.34295136
E01006609,0.384255651
E01006610,0.535483871
E01006611,0.686289698
E01006612,0.456187291
E01006613,0.35
E01006614,0.547655068
E01006615,0.543778802
E01006616,0.324929972
E01006617,0.210415201
E01006618,0.353264185
E01006619,0.239524703
E01006620,0.186657204
E01006621,0.096730245
E01006622,0.080315997
E01006623,0.064295486
E01006624,0.298517086
E01006625,0.199858757
E01006626,0.171270718
E01006627,0.220609579
E01006628,0.265480896
E01006629,0.272141707
E01006630,0.609865471
E01006632,0.568946797
E01006633,0.620810056
E01006637,0.501879699
E01006638,0.489745693
E01006639,0.236580517
E01006640,0.15212766
E01006641,0.140243902
E01006642,0.544186047
E01006643,0.451701427
E01006644,0.400490196
E01006645,0.530196629
E01006646,0.548644338
E01006647,0.660337553
E01006648,0.565977011
E01006651,0.090133983
E01006652,0.263122924
E01006653,0.320394737
E01006654,0.241237113
E01006655,0.288517023
E01006656,0.303415941
E01006657,0.359207267
E01006658,0.459230769
E01006659,0.387850467
E01006660,0.310537334
E01006661,0.425135298
E01006662,0.415799143
E01006663,0.348655681
E01006664,0.429526462
E01006665,0.084244373
E01006666,0.061835106
E01006667,0.23920736
E01006668,0.077574967
E01006669,0.104761905
E01006670,0.109868421
E01006671,0.19199407
E01006672,0.448081841
E01006673,0.656623377
E01006674,0.624403183
E01006675,0.473840666
E01006676,0.580148317
E01006677,0.61530715
E01006678,0.541862653
E01006679,0.58974359
E01006680,0.073932441
E01006681,0.210725552
E01006682,0.053435115
E01006683,0.069674851
E01006684,0.119261713
E01006685,0.124123422
E01006686,0.088173548
E01006687,0.186181435
E01006688,0.215131579
E01006689,0.142337977
E01006690,0.569663693
E01006691,0.592741935
E01006692,0.483486239
E01006693,0.581564987
E01006694,0.641630901
E01006695,0.608048512
E01006696,0.543577982
E01006697,0.610417797
E01006698,0.391608392
E01006699,0.631878558
E01006700,0.573049645
E01006701,0.424637681
E01006702,0.601503759
E01006703,0.597249509
E01006705,0.438608943
E01006706,0.466567608
E01006707,0.501545595
E01006708,0.349459306
E01006709,0.373435327
E01006710,0.324832215
E01006711,0.456
E01006712,0.352264006
E01006713,0.348363636
E01006716,0.413342503
E01006717,0.171309192
E01006718,0.264520202
E01006719,0.314006515
E01006720,0.565939279
E01006721,0.574018127
E01006722,0.458449526
E01006723,0.490332975
E01006724,0.333146383
E01006725,0.430709174
E01006726,0.463897764
E01006727,0.362308762
E01006728,0.596296296
E01006729,0.450714286
E01006730,0.397581255
E01006731,0.436454849
E01006732,0.536822885
E01006734,0.541076487
E01006735,0.434682964
E01006736,0.402054795
E01006737,0.372125436
E01006738,0.464357095
E01006739,0.438434983
E01006740,0.57265625
E01006741,0.399449036
E01006742,0.269727403
E01006743,0.325517241
E01006744,0.334008097
E01006745,0.419633225
E01006746,0.581009296
E01006747,0.653172205
E01006748,0.585227273
E01006751,0.582966226
E01006752,0.447628458
E01006753,0.475915222
E01006754,0.474492932
E01006755,0.538015464
E01006756,0.5
E01006757,0.474849095
E01006758,0.450556647
E01006759,0.317490494
E01006760,0.534883721
E01006761,0.434617814
E01006762,0.429078014
E01006763,0.350781781
E01006764,0.443495401
E01006765,0.367166213
E01006766,0.604743083
E01006767,0.44955157
E01006768,0.284335561
E01006769,0.504724409
E01006770,0.456087824
E01006771,0.477192982
E01006772,0.241443108
E01006773,0.094339623
E01006774,0.100346021
E01006775,0.499231951
E01006776,0.459902795
E01006778,0.636281179
E01006779,0.619441572
E01006780,0.258703072
E01006781,0.188563649
E01006782,0.293964958
E01006783,0.325581395
E01006784,0.302083333
E01006785,0.30638779
E01006786,0.208791209
E01006787,0.372229465
E01006788,0.306849315
E01006790,0.596093258
E01006791,0.534647551
E01006792,0.074780059
E01006793,0.285140562
E01006794,0.139622642
E01006795,0.108742004
E01006796,0.051702396
E01006797,0.310206805
E01006798,0.125531915
E01006799,0.372494432
E01006800,0.107066381
E01006801,0.095238095
E01006802,0.143375681
E01006803,0.061366806
E01006804,0.11507192
E01006805,0.145549058
E01006806,0.068466096
E01006807,0.05917603
E01006808,0.059230769
E01006809,0.066757493
E01006810,0.06645817
E01006811,0.192505511
E01006812,0.338276836
E01006813,0.277067922
E01006814,0.056628057
E01006815,0.204847537
E01006816,0.330578512
E01006817,0.442105263
E01006818,0.081060016
E01006819,0.188453882
E01006820,0.360137457
E01006821,0.441778405
E01006822,0.060781476
E01006823,0.076740506
E01006824,0.064542484
E01006825,0.045517241
E01006826,0.247384155
E01006827,0.050282841
E01006828,0.073654391
E01006829,0.054076539
E01006830,0.378720238
E01006831,0.177595628
E01006832,0.239368165
E01006833,0.19628483
E01006834,0.373514431
E01006835,0.165586753
E01006836,0.182332155
E01006837,0.146309602
E01006838,0.227839335
E01006839,0.173750932
E01006840,0.143142477
E01006841,0.060678168
E01006842,0.27893368
E01006843,0.224267782
E01006844,0.356830942
E01006845,0.283819629
E01006846,0.14676259
E01006847,0.347826087
E01006848,0.160370634
E01006849,0.326177285
E01006850,0.30283081
E01006851,0.141613924
E01006852,0.057619409
E01006853,0.084202683
E01006854,0.16872428
E01006855,0.196834136
E01006856,0.088410104
E01006857,0.072039943
E01006858,0.270524899
E01006859,0.072516758
E01006860,0.201294033
E01006861,0.323852618
E01006862,0.245356037
E01006863,0.32801962
E01006864,0.116827438
E01006865,0.311852704
E01006866,0.236093144
E01006867,0.08812074
E01006868,0.257181029
E01006869,0.23880597
E01006870,0.366423358
E01006871,0.354882155
E01006872,0.484431571
E01006873,0.484308736
E01006874,0.508305648
E01006875,0.404024768
E01006876,0.259986459
E01006877,0.404239213
E01006878,0.23922734
E01006879,0.211640212
E01006880,0.454166667
E01006881,0.432338654
E01006882,0.053030303
E01006883,0.078927203
E01006884,0.11308204
E01006885,0.047805643
E01006886,0.075514874
E01006887,0.128560431
E01006888,0.049069374
E01006889,0.037396122
E01006890,0.167842031
E01006891,0.110945644
E01006892,0.114261168
E01006893,0.19536903
E01006894,0.085862324
E01006895,0.068332109
E01006896,0.08864084
E01006897,0.117073171
E01006898,0.210754017
E01006899,0.25367287
E01006900,0.092920354
E01006901,0.094728801
E01006903,0.417488494
E01006904,0.228944247
E01006905,0.337817638
E01006906,0.232989691
E01006907,0.242305174
E01006908,0.339805825
E01006909,0.453584906
E01006910,0.237288136
E01006911,0.059681698
E01006912,0.281036835
E01006913,0.340167046
E01006914,0.054738562
E01006915,0.23394787
E01006916,0.153027279
E01006917,0.072202166
E01006918,0.1192
E01006919,0.373462783
E01006920,0.152469136
E01006921,0.088122605
E01006922,0.05716302
E01006923,0.082201087
E01006924,0.256710255
E01006925,0.197612732
E01006926,0.06130031
E01006927,0.179487179
E01006928,0.07366985
E01006929,0.10516129
E01006930,0.136986301
E01006931,0.091503268
E01006932,0.05126498
E01006933,0.143252595
E01006934,0.174623937
E01006935,0.120309708
E01006936,0.106828938
E01006937,0.036753446
E01006938,0.066722269
E01006939,0.199459094
E01006940,0.106413994
E01006941,0.161169882
E01006942,0.167693361
E01006943,0.055329536
E01006944,0.288461538
E01006945,0.326923077
E01006946,0.138153185
E01006947,0.081289418
E01006948,0.249804229
E01006949,0.17379117
E01006950,0.370895522
E01006951,0.170940171
E01006952,0.465272591
E01006953,0.381895332
E01006954,0.209097081
E01006955,0.166666667
E01006956,0.258376289
E01006957,0.400962861
E01006958,0.315753425
E01006959,0.231962239
E01006960,0.147286822
E01006961,0.422796554
E01006962,0.37660485
E01006963,0.518443997
E01006964,0.442477876
E01006965,0.416779432
E01006966,0.304640215
E01006967,0.445816187
E01006968,0.549160671
E01006969,0.316536551
E01006970,0.32410321
E01006971,0.181451613
E01006972,0.263294423
E01006973,0.121757925
E01006974,0.064202335
E01006976,0.21389271
E01006977,0.3787416
E01006978,0.132426628
E01006979,0.43083276
E01006980,0.486761711
E01006981,0.397039031
E01006982,0.185962373
E01006983,0.18594791
E01006984,0.458179127
E01006985,0.04742268
E01006986,0.046589018
E01006987,0.055155875
E01006988,0.146159582
E01006989,0.047913447
E01006990,0.024271845
E01006991,0.02540107
E01006992,0.079021637
E01006993,0.040053405
E01006994,0.247332078
